"MIKEsiteID","year.index","mean","sd","X2.5.","X97.5.","Rhat","n.eff","year","Source"
"NKK",3,0.377138492785688,0.083021618646675,0.227858629818116,0.552136000502266,1.00394256030281,610,2005,"Drop"
"NKK",4,0.414267907609276,0.0880305156817755,0.247705273203019,0.586869043011886,1.00114051546478,4200,2006,"Drop"
"NKK",5,0.441633103048895,0.0888275061779329,0.273879044033998,0.622015046530385,1.00325603950949,770,2007,"Drop"
"NKK",6,0.584684282933821,0.084544305234026,0.415582129551008,0.741241493569754,1.00512517243855,460,2008,"Drop"
"NKK",7,0.56581567098017,0.0814808576867349,0.403831492205989,0.718254482209794,1.00169229158229,2000,2009,"Drop"
"NKK",8,0.541738637322923,0.0827065955556476,0.377693897642593,0.699098217908366,1.00078461432248,4500,2010,"Drop"
"NKK",9,0.77506980589292,0.057125541910781,0.649321330381781,0.871838874425336,1.00187589727524,3300,2011,"Drop"
"NKK",10,0.74426410632751,0.06188803167501,0.609586592742617,0.850421602559942,1.00363134100296,680,2012,"Drop"
"NKK",11,0.662392052390238,0.073462228040501,0.508281253053883,0.793472009849687,1.00157136106608,2200,2013,"Drop"
"NKK",12,0.751487971346369,0.0613234497810524,0.617622712651431,0.858978934050417,1.00313643640198,810,2014,"Drop"
"NKK",13,0.705605707007588,0.0680250792068158,0.554641826672982,0.824434787446062,1.00083618039056,4500,2015,"Drop"
"NKK",14,0.69197733424058,0.070495725690875,0.542696284047994,0.817775645168847,1.00239127055073,1200,2016,"Drop"
"NKK",15,0.625015624578265,0.0763005689442012,0.474838137828188,0.768758358055093,1.00131876335683,3100,2017,"Drop"
"NKK",16,0.564829140982934,0.0774629095340574,0.409723677205774,0.709896653585842,1.00076915626497,4500,2018,"Drop"
"NKK",17,0.357773795133194,0.0732094228925232,0.222349506518831,0.507712043051112,1.00290350406538,900,2019,"Drop"
"NLW",1,0.413767211864284,0.084893732270859,0.258936663255397,0.587502465260844,1.00099991325434,4500,2003,"Drop"
