"MIKEsiteID","year.index","mean","sd","X2.5.","X97.5.","Rhat","n.eff","year","Source"
"AKG",1,0.340896089564416,0.0371876380483046,0.272707671653615,0.418478353472688,1.00182720942573,1700,2003,"Drop"
"AKG",2,0.361349714675146,0.0339632440546453,0.29880767669179,0.432810460337037,1.00157656425326,2200,2004,"Drop"
"AKG",3,0.416073181680109,0.0412369884698301,0.337164455846404,0.498697795980498,1.00133937817414,3000,2005,"Drop"
"AKG",4,0.47470899649596,0.0339554356775037,0.404636263571622,0.537213702438952,1.00068007650167,4500,2006,"Drop"
"AKG",5,0.43260505982204,0.0334615342476465,0.369397925316208,0.501627985824029,1.00093071697945,4500,2007,"Drop"
"AKG",6,0.486887280164163,0.0336997332231522,0.428858567633592,0.555101052279745,1.00090006484463,4500,2008,"Drop"
"AKG",7,0.44047837750923,0.0331988611152079,0.377273612282025,0.505517734405386,1.00103255837352,4500,2009,"Drop"
"AKG",8,0.532280276681226,0.0217845373337964,0.489760954026201,0.573528611002603,1.00109592093543,4500,2010,"Drop"
"AKG",9,0.667232514804132,0.016847475479644,0.633188263719053,0.699181526936619,1.00322409956156,1000,2011,"Drop"
"AKG",10,0.583832605517096,0.0154347632299111,0.552814699891322,0.61353858267956,1.00116542638577,4000,2012,"Drop"
"AKG",11,0.517790786790435,0.0186716336371738,0.480321550994011,0.552158689950155,1.00138928611234,2800,2013,"Drop"
"AKG",12,0.559756908613073,0.0179586984603275,0.523406067405329,0.59273617651201,1.00121501729836,3600,2014,"Drop"
"AKG",13,0.557510203598154,0.0170744485963724,0.522670290225273,0.588978275718019,1.00290632253832,890,2015,"Drop"
"AKG",14,0.461742189902167,0.0174421530361228,0.426242208804715,0.493887064175279,1.00250495501111,1100,2016,"Drop"
"AKG",15,0.436494784954553,0.0197097780690928,0.396609510806894,0.474850694016329,1.00189473747173,1600,2017,"Drop"
"AKG",16,0.44172243392363,0.0173208071210216,0.407273331177006,0.475233966740561,1.00109482533117,4500,2018,"Drop"
"AKG",17,0.304799044724826,0.0173314284743581,0.270726259506738,0.339086338229954,1.00345520553247,720,2019,"Drop"
"BBK",1,0.339407617727849,0.0374453363647071,0.27076601212165,0.418359552396053,1.00102873656911,4500,2003,"Drop"
"BBK",2,0.360152766663229,0.0333588007416853,0.298973028658097,0.430432921477915,1.0016958099914,1900,2004,"Drop"
"BBK",3,0.416735614727056,0.0414929609713175,0.337887862926721,0.495359340510289,1.00128717497757,3200,2005,"Drop"
"BBK",4,0.480394216868506,0.0340536779410275,0.40913879724999,0.542291304620718,1.00144649897927,2600,2006,"Drop"
"BBK",5,0.434710456760021,0.0340234411059156,0.368810400599538,0.502385933951354,1.00094566771955,4500,2007,"Drop"
"BBK",6,0.488294554096219,0.0335237974374476,0.428680843148864,0.557424740837381,1.00161683212748,2100,2008,"Drop"
"BBK",7,0.442007685940047,0.0336673762362371,0.378344676688812,0.508316517998222,1.00084911155956,4500,2009,"Drop"
"BBK",8,0.532407780749563,0.0223375396844156,0.488388406286491,0.575989351311043,1.0009905366041,4500,2010,"Drop"
"BBK",9,0.667166914896671,0.0164700180020611,0.634237488110748,0.698982449078939,1.00452425122692,520,2011,"Drop"
"BBK",10,0.582072698561944,0.0154615293418345,0.550915049001635,0.610825168665413,1.00132494416948,3000,2012,"Drop"
"BBK",11,0.514308619332992,0.0188750718586755,0.476131739719004,0.549001688567111,1.00130303643588,3100,2013,"Drop"
"BBK",12,0.558523830989523,0.0182526440504122,0.521109954012525,0.592405474811367,1.0019053091588,1600,2014,"Drop"
"BBK",13,0.557386304167941,0.0172328783243307,0.523757069750229,0.589418417622014,1.00388703633094,620,2015,"Drop"
"BBK",14,0.459996678512963,0.0174344720453566,0.424886326105275,0.494153097942144,1.00320540172822,790,2016,"Drop"
"BBK",15,0.438282402886846,0.0194478669081823,0.400598579641046,0.47615922699037,1.00345198022852,720,2017,"Drop"
"BBK",16,0.439824515510105,0.0169931459041435,0.405379770033235,0.472039812722457,1.00299176641872,860,2018,"Drop"
"BBK",17,0.304617945761684,0.0175996788248767,0.268696825083355,0.337908683470141,1.00607219130744,400,2019,"Drop"
"BBL",1,0.340453424729043,0.0370516985157253,0.272664310214224,0.417533191125149,1.00120268665823,3700,2003,"Drop"
"BBL",2,0.361252924984797,0.0336895335439374,0.29924919929219,0.432227326395095,1.00075547535304,4500,2004,"Drop"
"BBL",3,0.41704544115492,0.0413793128979254,0.336861853260221,0.496191211233446,1.00121192434247,3700,2005,"Drop"
"BBL",4,0.473626780490683,0.0345063167818832,0.402506300909583,0.538083211705846,1.00191435763435,1600,2006,"Drop"
"BBL",5,0.43237278367242,0.0340516020038384,0.368681338432372,0.501739899529942,1.00199134190544,1500,2007,"Drop"
"BBL",6,0.484453474267359,0.0333705354584677,0.425076961857269,0.552735910946121,1.00172417623655,1900,2008,"Drop"
"BBL",7,0.442301084048173,0.0329695379977035,0.380137069179066,0.507383420596577,1.00122335483712,3600,2009,"Drop"
"BBL",8,0.532162183384774,0.0226339406028917,0.488696725243065,0.576491799478136,1.00382317717338,640,2010,"Drop"
"BBL",9,0.667596982896082,0.0165009219555064,0.634638597554379,0.699570675399611,1.00112223151574,4400,2011,"Drop"
"BBL",10,0.583819119995099,0.0154935025594956,0.552178740342915,0.613880311390484,1.00124144500906,3500,2012,"Drop"
"BBL",11,0.516378149854372,0.0191234855807385,0.476436922037892,0.551385717553294,1.0008682516523,4500,2013,"Drop"
"BBL",12,0.557752490310018,0.0179912624386919,0.52066607030379,0.591660226472731,1.00149582753716,2400,2014,"Drop"
